Model,Ah,600,480,300,180,120,90,60,30,20,15,10,5,1,0.5,0.083,0.017
MC9P,9,0.89,1.11,1.76,2.71,3.73,4.47,5.31,6.63,8.04,8.42,9.6,11.6,16.5,18.5,21.9,23.4
MC14P,14,1.39,1.72,2.73,4.21,5.81,6.95,8.27,10.3,12.5,13.1,14.9,18.1,25.6,28.7,34.1,36.4
MC22P,22,2.18,2.71,4.29,6.61,9.13,10.9,13,16.2,19.7,20.6,23.5,28.4,40.3,45.1,53.6,57.3
MC31P,31,3.07,3.81,6.05,9.32,12.9,15.4,18.3,22.8,27.7,29,33.1,40,56.8,63.6,75.5,80.7
MC39P,39,3.86,4.8,7.61,11.7,16.2,19.4,23,28.7,34.9,36.5,41.6,50.3,71.4,80,95,101
MC47P,47,4.65,5.78,9.17,14.1,19.5,23.3,27.7,34.6,42,44,50.1,60.7,86.1,96.4,114,122
MC50P,50,4.95,6.15,9.75,15,20.7,24.8,29.5,36.8,44.7,46.8,53.3,64.5,91.6,103,122,130
MC55P,55,5.45,6.77,10.7,16.5,22.8,27.3,32.5,40.5,49.2,51.4,58.7,71,101,113,134,143
MC60P,60,5.94,7.38,11.7,18.1,25.1,30.4,37,46.6,57,59.8,68.2,82.8,117,132,157,181
MC70P,70,6.94,8.62,13.7,21.1,29.3,35.5,43.1,54.3,66.5,69.7,79.6,96.6,137,154,183,211
MC80P,80,7.93,9.85,15.6,24.1,33.5,40.5,49.3,62.1,76,79.7,91,110,156,176,209,242
MC90P,90,8.92,11.1,17.6,27.1,37.7,45.6,55.5,69.8,85.5,89.7,102,124,176,198,235,272
MC100P,100,9.91,12.3,19.5,30.1,41.9,50.7,61.6,77.6,95,100,114,138,195,220,262,302
MC110P,110,10.9,13.5,21.5,33.1,46.1,55.7,67.8,85.4,105,110,125,152,215,242,288,332
MC115P,115,11.4,14.2,22.5,34.6,48.2,58.3,70.9,89.2,109,115,131,159,224,253,301,347
MC130P,130,12.9,16,25.4,39.1,54.5,65.9,80.1,101,124,130,148,179,254,286,340,393
MC140P,140,13.9,17.2,27.4,42.1,58.7,70.9,86.3,109,133,139,159,193,273,308,366,423
MC145P,145,14.4,17.8,28.3,43.6,60.8,73.4,89.4,113,138,144,165,200,283,319,379,438
MC150P,150,14.9,18.5,29.3,45.1,62.8,76,92.5,116,143,149,171,207,293,330,392,453
MC165P,165,16.3,20.3,32.2,49.7,69.1,83.6,102,128,157,164,188,228,322,363,432,498
MC185P,185,18.3,22.8,36.1,55.7,77.5,93.7,114,144,176,184,210,255,361,407,484,559
MC190P,190,18.8,23.4,37,57.4,79.5,96.2,117,146,178,185,211,253,353,393,464,493
MC200P,200,19.8,24.6,38.9,60.4,83.7,101,123,154,187,195,222,266,371,414,489,519
MC215P,215,21.3,26.5,41.8,64.9,90,109,132,165,201,209,239,286,399,445,525,558
MC220P,220,21.8,27.1,42.8,66.4,92.1,111,136,169,206,214,244,293,408,456,538,571
MC240P,240,23.8,29.6,46.7,72.5,100,121,148,185,225,234,267,320,446,497,586,623
MC250P,250,24.8,30.8,48.7,75.5,105,127,154,192,234,243,278,333,464,518,611,649
MC260P,260,25.8,32,50.6,78.5,109,132,160,200,243,253,289,346,483,538,635,675
MC285P,285,28.2,35.1,55.5,86.1,119,144,176,219,267,277,317,380,529,590,696,740
MC310P,310,30.7,38.2,60.3,93.6,130,157,191,238,290,302,344,413,576,642,757,804
MC335P,335,33.2,41.3,65.2,101,140,170,206,258,314,326,372,446,622,694,818,869
MB350P,350,34.7,43.1,68.1,106,147,177,216,269,328,341,389,466,650,725,855,908
MB370P,370,36.7,45.6,72,112,155,187,228,285,346,360,411,493,687,766,904,960
MB390P,390,38.7,48.1,75.9,118,163,197,240,300,365,379,433,519,724,808,953,1012
MB415P,415,41.1,51.1,80.8,125,174,210,256,319,388,404,461,553,770,859,1014,1077
MB440P,440,43.6,54.2,85.6,133,184,223,271,338,412,428,489,586,817,911,1075,1142
MB460P,460,45.6,56.7,89.5,139,193,233,283,354,431,448,511,613,854,952,1124,1194
MB480P,480,47.6,59.1,93.4,145,201,243,296,369,449,467,533,639,891,994,1173,1246
MB505P,505,50,62.2,98.3,153,211,256,311,388,473,491,561,673,938,1046,1234,1311
MB525P,525,52,64.7,102,159,220,266,323,404,491,511,583,699,975,1087,1283,1362
MB555P,555,55,68.4,108,168,232,281,342,427,519,540,617,739,1030,1149,1356,1440
MB575P,575,57,70.8,112,174,241,291,354,442,538,559,639,766,1068,1191,1405,1492
MB600P,600,59.5,73.9,117,181,251,304,370,462,562,584,667,799,1114,1242,1466,1557
MB625P,625,61.9,77,122,189,262,316,385,481,585,608,694,833,1160,1294,1527,1622
MB645P,645,63.9,79.5,126,195,270,327,397,496,604,628,717,859,1197,1335,1576,1674
MB670P,670,66.4,82.6,130,202,280,339,413,515,627,652,744,892,1244,1387,1637,1739
MB690P,690,68.4,85,134,208,289,349,425,531,646,671,767,919,1281,1429,1686,1791
MB720P,720,71.4,88.7,140,217,301,364,444,554,674,701,800,959,1337,1491,1759,1868
MB740P,740,73.3,91.2,144,223,310,375,456,569,693,720,822,986,1374,1532,1808,1920
MB765P,765,75.8,94.3,149,231,320,387,471,589,716,744,850,1019,1420,1584,1869,1985
MB790P,790,78.3,97.3,154,239,331,400,487,608,739,769,878,1052,1467,1636,1930,2050
MB830P,830,82.3,102,162,251,347,420,511,639,777,808,922,1106,1541,1719,2028,2154
MB865P,865,85.7,107,168,261,362,438,533,665,810,842,961,1152,1606,1791,2113,2245
MB890P,890,88.2,110,173,269,373,451,548,685,833,866,989,1186,1652,1843,2174,2310
MB920P,920,91.2,113,179,278,385,466,567,708,861,895,1022,1225,1708,1905,2248,2387
MB940P,940,93.2,116,183,284,394,476,579,723,880,915,1045,1252,1745,1946,2297,2439
MB965P,965,95.6,119,188,291,404,489,594,742,903,939,1072,1285,1792,1998,2358,2504
MB1000P,1000,99.1,123,195,302,419,506,616,769,936,973,1111,1332,1857,2071,2443,2595
MB1040P,1040,103,128,202,314,435,526,641,800,973,1012,1156,1385,1931,2153,2541,2699
MB1080P,1080,107,133,210,326,452,547,665,831,1011,1051,1200,1439,2005,2236,2639,2803
MB1100P,1100,109,136,214,332,461,557,678,846,1029,1070,1222,1465,2042,2278,2688,2855
MB1150P,1150,114,142,224,347,481,582,708,885,1076,1119,1278,1532,2135,2381,2810,2984
MB1180P,1180,117,145,230,356,494,597,727,908,1104,1148,1311,1572,2191,2443,2883,3062
MB1220P,1220,121,150,237,368,511,618,752,939,1142,1187,1356,1625,2265,2526,2981,3166
MB1270P,1270,126,156,247,384,532,643,782,977,1189,1236,1411,1692,2358,2630,3103,3296
MB1320P,1320,131,163,257,399,553,668,813,1015,1235,1284,1467,1758,2451,2733,3225,3425
MB1390P,1390,138,171,271,420,582,704,856,1069,1301,1352,1545,1852,2581,2878,3396,3607
MB1440P,1440,143,177,280,435,603,729,887,1108,1348,1401,1600,1918,2673,2982,3518,3737
