Model,Ah,600,480,300,180,120,90,60,30,20,15,10,5,1,0.5,0.083,0.017
LCE10P,10,1.03,1.27,2,3.23,4.37,5.44,6.96,8.5,9.53,10.2,11.2,13.9,16.5,18.3,20.7,21.2
LCE15P,15,1.54,1.91,3,4.8,6.45,8,10.6,14.2,16,17.4,18.7,23.7,26.8,29.7,38.3,43.1
LCE22P,22,2.26,2.81,4.4,7.04,9.5,11.7,15.5,20.8,23.5,25.5,27.4,34.7,39.3,43.6,56.1,63.3
LCE30P,30,3.08,3.83,6,9.6,12.9,16,21.2,28.4,32.1,34.8,37.4,47.3,53.6,59.5,76.5,86.3
LCE40P,40,4.1,5.1,8,12.8,17.2,21.3,28.3,37.8,42.8,46.4,49.9,63.1,71.4,79.3,102,115
LCE47P,47,4.82,5.99,9.4,15,20.2,25.1,33.2,44.5,50.3,54.5,58.6,74.1,83.9,93.2,120,135
LCE55P,55,5.64,7.01,11,17.6,23.6,29.3,38.9,52,58.8,63.8,68.6,86.7,98.2,109,140,158
LCE62P,62,6.36,7.91,12.4,19.8,26.6,33,43.8,58.7,66.3,71.9,77.4,97.8,111,123,158,178
LCE70P,70,7.07,8.84,14,22.4,30.4,36.9,47.5,60.7,68.6,72.8,76.9,92.4,105,113,144,160
LCE75P,75,7.58,9.47,15,24,32.6,39.6,50.9,65.1,73.5,78,82.3,99,113,121,154,171
LCE85P,85,8.59,10.7,17,27.2,36.9,44.8,57.7,73.8,83.2,88.4,93.3,112,128,137,175,194
LCE90P,90,9.1,11.4,18,28.8,39.1,47.5,61.1,78.1,88.1,93.6,98.8,119,136,145,185,205
LCE100P,100,10.1,12.6,20,32,43.4,52.8,67.9,86.8,97.9,104,110,132,151,161,205,228
LCE110P,110,11.1,13.9,22,35.2,47.8,58,74.7,95.5,108,114,121,145,166,177,226,251
LCE125P,125,12.6,15.8,25,40,54.3,66,84.9,108,122,130,137,165,188,202,257,285
LCE145P,145,14.7,18.3,29,46.4,63,76.5,98.5,126,142,151,159,191,218,234,298,331
LCE165P,165,16.7,20.8,33,52.8,71.7,87.1,112,143,162,172,181,218,249,266,339,376
LCE185P,185,18.7,23.4,37,59.2,80.4,97.6,126,161,181,192,203,244,279,298,380,422
LCE200P,200,20.2,25.3,40,64,86.9,106,136,174,196,208,220,264,301,323,411,456
LCE220P,220,22.2,27.8,44,70.4,95.6,116,149,191,215,229,242,290,331,355,452,502
LCE235P,235,24.2,29.9,47,75.2,100,121,155,200,224,240,258,296,329,353,423,455
LCE255P,255,26.3,32.5,51,81.6,109,131,168,217,243,261,280,322,357,383,459,493
LCE280P,280,28.9,35.7,56,89.6,120,144,184,238,267,286,308,353,392,420,504,542
LCE300P,300,30.9,38.2,60,96,128,154,198,255,286,307,330,378,420,450,540,580
LCE330P,330,34,42,66,106,141,170,217,280,314,338,363,416,462,495,594,638
LCE360P,360,37.1,45.9,72,115,154,185,237,306,343,368,396,454,504,540,648,697
LCE375P,375,38.6,47.8,75,120,160,193,247,319,357,384,412,473,525,563,675,726
LBE400P,400,41.2,51,80,128,171,206,263,340,381,409,440,504,560,600,720,774
LBE415P,415,42.8,52.9,83,133,177,213,273,352,395,424,456,523,581,623,747,803
LBE460P,460,47.4,58.6,92,147,196,236,303,391,438,471,506,580,644,690,828,890
LBE500P,500,51.5,63.7,100,160,214,257,329,425,476,511,550,630,700,750,900,967
LBE510P,510,52.6,65,102,163,218,262,336,433,486,522,561,643,714,765,918,987
LBE550P,550,56.7,70.1,110,176,235,283,362,467,524,563,605,693,770,825,990,1064
