Model,Ah,600,480,300,180,120,90,60,30,20,15,10,5,1,0.5,0.083,0.017
MC9P,9,0.87,1.08,1.69,2.55,3.24,3.69,4.25,5.23,5.95,6.48,7.46,9.36,13.2,14.8,17.2,17.8
MC14P,14,1.35,1.68,2.63,3.96,5.05,5.74,6.62,8.14,9.26,10.1,11.6,14.6,20.5,23,26.8,27.7
MC22P,22,2.13,2.64,4.14,6.23,7.9,9,10.4,12.8,14.5,15.8,18.2,22.9,32.3,36.2,42.2,43.6
MC31P,31,3,3.72,5.83,8.8,11.2,12.7,14.7,18,20.5,22.3,25.7,32.2,45.5,51,59.4,61.4
MC39P,39,3.77,4.68,7.33,11,14.1,16,18.4,22.7,25.8,28.1,32.3,40.6,57.2,64.2,74.7,77.3
MC47P,47,4.54,5.64,8.84,13.3,16.9,19.3,22.2,27.3,31.1,33.9,39,48.9,68.9,77.3,90.1,93.2
MC50P,50,4.83,6,9.4,14.2,18,20.5,23.6,29.1,33.1,36,41.5,52,73.3,82.3,95.8,99.1
MC55P,55,5.32,6.6,10.3,15.6,19.8,22.6,26,32,36.4,39.6,45.6,57.2,80.7,90.5,105,109
MC60P,60,5.8,7.2,11.3,17,21.6,24.6,28.4,34.9,39.7,43.2,49.7,62.4,88,98.7,115,119
MC70P,70,6.77,8.4,13.2,19.8,25.2,28.7,33.1,40.7,46.3,50.4,58,72.8,103,115,134,139
MC80P,80,7.73,9.6,15,22.6,28.8,32.8,37.8,46.5,52.9,57.6,66.3,83.2,117,132,153,159
MC90P,90,8.7,10.8,16.9,25.5,32.4,36.9,42.5,52.3,59.5,64.8,74.6,93.6,132,148,172,178
MC100P,100,9.67,12,18.8,28.3,36.1,41,47.3,58.1,66.1,72,82.9,104,147,165,192,198
MC110P,110,10.6,13.2,20.7,31.1,39.7,45.1,52,64,72.7,79.2,91.2,114,161,181,211,218
MC115P,115,11.1,13.8,21.6,32.6,41.5,47.2,54.4,66.9,76,82.8,95.4,120,169,189,220,228
MC130P,130,12.6,15.6,24.4,36.8,46.9,53.3,61.4,75.6,86,93.6,108,135,191,214,249,258
MC140P,140,13.5,16.8,26.3,39.6,50.5,57.4,66.2,81.4,92.6,101,116,146,205,230,268,277
MC145P,145,14,17.4,27.3,41,52.3,59.5,68.5,84.3,95.9,104,120,151,213,239,278,287
MC150P,150,14.5,18,28.2,42.5,54.1,61.5,70.9,87.2,99.2,108,124,156,220,247,287,297
MC165P,165,16,19.8,31,46.7,59.5,67.7,78,95.9,109,119,137,172,242,272,316,327
MC185P,185,17.9,22.2,34.8,52.4,66.7,75.9,87.4,108,122,133,153,192,271,304,355,367
MC190P,190,18.3,22.7,35.8,54,69.5,80.2,94.2,115,131,142,163,204,285,315,365,376
MC200P,200,19.3,23.9,37.7,56.8,73.2,84.4,99.2,121,138,150,172,214,299,332,384,395
MC215P,215,20.7,25.7,40.5,61.1,78.7,90.7,107,130,149,161,185,230,322,357,413,425
MC220P,220,21.2,26.3,41.4,62.5,80.5,92.8,109,133,152,165,189,236,329,365,422,435
MC240P,240,23.1,28.7,45.2,68.2,87.8,101,119,145,166,180,206,257,359,398,460,474
MC250P,250,24.1,29.9,47.1,71,91.5,106,124,151,173,187,215,268,374,415,480,494
MC260P,260,25.1,31.1,49,73.8,95.2,110,129,157,180,195,223,279,389,431,499,514
MC285P,285,27.5,34.1,53.7,80.9,104,120,141,172,197,213,245,305,427,473,547,563
MC310P,310,29.9,37.1,58.4,88,113,131,154,187,214,232,266,332,464,514,595,613
MC335P,335,32.3,40.1,63.1,95.1,123,141,166,202,231,251,288,359,502,556,643,662
MB350P,350,33.8,41.9,65.9,99.4,128,148,174,211,242,262,300,375,524,581,672,692
MB370P,370,35.7,44.3,69.7,105,135,156,183,223,256,277,318,396,554,614,710,732
MB390P,390,37.6,46.7,73.5,111,143,165,193,235,269,292,335,418,584,647,748,771
MB415P,415,40,49.7,78.2,118,152,175,206,250,287,311,356,445,621,689,796,820
MB440P,440,42.4,52.6,82.9,125,161,186,218,265,304,329,378,471,659,730,844,870
MB460P,460,44.4,55,86.7,131,168,194,228,277,318,344,395,493,689,763,883,909
MB480P,480,46.3,57.4,90.4,136,176,203,238,290,332,359,412,514,719,797,921,949
MB505P,505,48.7,60.4,95.1,143,185,213,250,305,349,378,434,541,756,838,969,998
MB525P,525,50.6,62.8,98.9,149,192,222,260,317,363,393,451,563,786,871,1007,1038
MB555P,555,53.5,66.4,105,158,203,234,275,335,383,415,476,595,831,921,1065,1097
MB575P,575,55.4,68.8,108,163,210,243,285,347,397,430,494,616,861,954,1103,1137
MB600P,600,57.9,71.8,113,170,220,253,297,362,415,449,515,643,898,996,1151,1186
MB625P,625,60.3,74.8,118,178,229,264,310,377,432,468,537,670,936,1037,1199,1236
MB645P,645,62.2,77.2,122,183,236,272,320,389,446,483,554,691,966,1070,1238,1275
MB670P,670,64.6,80.2,126,190,245,283,332,404,463,501,575,718,1003,1112,1286,1325
MB690P,690,66.5,82.6,130,196,253,291,342,416,477,516,592,739,1033,1145,1324,1364
MB720P,720,69.4,86.1,136,204,264,304,357,434,497,539,618,772,1078,1195,1381,1423
MB740P,740,71.4,88.5,139,210,271,312,367,446,511,554,635,793,1108,1228,1420,1463
MB765P,765,73.8,91.5,144,217,280,323,379,461,528,572,657,820,1145,1269,1468,1512
MB790P,790,76.2,94.5,149,224,289,333,392,476,546,591,678,847,1183,1311,1516,1562
MB830P,830,80,99.3,156,236,304,350,412,501,573,621,713,889,1243,1377,1593,1641
MB865P,865,83.4,103,163,246,317,365,429,522,598,647,743,927,1295,1435,1660,1710
MB890P,890,85.8,106,168,253,326,376,441,537,615,666,764,954,1333,1477,1708,1760
MB920P,920,88.7,110,173,261,337,388,456,555,636,688,790,986,1378,1527,1765,1819
MB940P,940,90.6,112,177,267,344,397,466,567,649,703,807,1007,1408,1560,1804,1858
MB965P,965,93.1,115,182,274,353,407,478,582,667,722,828,1034,1445,1601,1852,1908
MB1000P,1000,96.4,120,188,284,366,422,496,603,691,748,859,1072,1497,1659,1919,1977
MB1040P,1040,100,124,196,295,381,439,516,627,718,778,893,1114,1557,1726,1995,2056
MB1080P,1080,104,129,203,307,395,456,535,651,746,808,927,1157,1617,1792,2072,2135
MB1100P,1100,106,132,207,312,403,464,545,663,760,823,944,1179,1647,1825,2111,2175
MB1150P,1150,111,138,217,327,421,485,570,694,794,861,987,1232,1722,1908,2207,2274
MB1180P,1180,114,141,222,335,432,498,585,712,815,883,1013,1264,1767,1958,2264,2333
MB1220P,1220,118,146,230,346,447,515,605,736,843,913,1047,1307,1827,2025,2341,2412
MB1270P,1270,122,152,239,361,465,536,630,766,877,950,1090,1361,1902,2107,2437,2511
MB1320P,1320,127,158,249,375,483,557,654,796,912,988,1133,1414,1977,2190,2533,2610
MB1390P,1390,134,166,262,395,509,587,689,838,960,1040,1193,1489,2081,2307,2667,2748
MB1440P,1440,139,172,271,409,527,608,714,869,995,1078,1236,1543,2156,2390,2763,2847
