Model,Ah,600,480,300,180,120,90,60,30,20,15,10,5,1,0.5,0.083,0.017
LCE10P,10,1.03,1.27,1.99,2.89,3.99,4.79,5.86,7.52,8.44,9.09,10,11.1,13.7,14.8,17.1,17.7
LCE15P,15,1.53,1.89,2.94,4.65,5.78,6.87,8.98,12.1,14.1,15.2,16.8,17.1,21.6,24.3,31.7,35.6
LCE22P,22,2.24,2.78,4.31,6.82,8.48,10.1,13.2,17.7,20.7,22.3,24.6,25,31.7,35.6,46.4,52.3
LCE30P,30,3.06,3.79,5.88,9.3,11.6,13.7,18,24.1,28.2,30.3,33.6,34.1,43.2,48.5,63.3,71.3
LCE40P,40,4.08,5.05,7.84,12.4,15.4,18.3,23.9,32.2,37.6,40.5,44.8,45.5,57.6,64.7,84.4,95
LCE47P,47,4.79,5.93,9.21,14.6,18.1,21.5,28.1,37.8,44.1,47.5,52.6,53.5,67.7,76,99.2,112
LCE55P,55,5.61,6.94,10.8,17.1,21.2,25.2,32.9,44.2,51.7,55.6,61.6,62.6,79.2,89,116,131
LCE62P,62,6.32,7.83,12.2,19.2,23.9,28.4,37.1,49.9,58.2,62.7,69.4,70.5,89.3,100,131,147
LCE70P,70,7,8.75,13.7,21.9,26.9,31.6,39.2,51.4,58.4,62.4,67.7,73,84.7,93.3,119,131
LCE75P,75,7.5,9.38,14.7,23.5,28.8,33.9,42,55.1,62.6,66.9,72.5,78.2,90.7,100,127,140
LCE85P,85,8.5,10.6,16.7,26.6,32.6,38.4,47.5,62.4,71,75.8,82.2,88.6,103,113,144,159
LCE90P,90,9,11.3,17.6,28.2,34.6,40.6,50.3,66.1,75.1,80.2,87,93.8,109,120,152,168
LCE100P,100,10,12.5,19.6,31.3,38.4,45.1,55.9,73.4,83.48,89.2,96.7,104,121,133,169,187
LCE110P,110,11,13.8,21.6,34.5,42.2,49.7,61.5,80.8,91.83,98.1,106,115,133,147,186,205
LCE125P,125,12.5,15.6,24.5,39.2,48,56.4,69.9,91.8,104,111,121,130,151,167,212,233
LCE145P,145,14.5,18.1,28.4,45.4,55.7,65.4,81.1,106,121,129,140,151,175,193,246,271
LCE165P,165,16.5,20.6,32.3,51.7,63.4,74.5,92.3,121,138,147,160,172,200,220,279,308
LCE185P,185,18.5,23.1,36.3,58,71,83.5,103,136,154,165,179,193,224,247,313,345
LCE200P,200,20,25,39.2,62.7,76.8,90.3,112,147,167,178,193,209,242,267,339,373
LCE220P,220,22,27.5,43.1,68.9,84.5,99.3,123,162,184,196,213,229,266,293,373,411
LCE235P,235,24,29.8,46.5,72.9,90.9,104,129,169,187,194,215,245,265,289,347,377
LCE255P,255,26.1,32.4,50.4,79.1,98.7,113,141,183,202,210,233,266,287,314,377,409
LCE280P,280,28.6,35.5,55.4,86.8,108,124,154,201,222,231,256,292,315,345,414,449
LCE300P,300,30.7,38.1,59.3,93,116,132,165,216,238,247,274,313,338,369,443,481
LCE330P,330,33.7,41.9,65.3,102,128,146,182,237,262,272,302,345,372,406,488,529
LCE360P,360,36.8,45.7,71.2,112,139,159,198,259,286,297,329,376,405,443,532,578
LCE375P,375,38.3,47.6,74.2,116,145,166,207,269,298,309,343,392,422,461,554,602
LBE400P,400,40.9,50.8,79.1,124,155,177,220,287,318,329,366,418,450,492,591,642
LBE415P,415,42.4,52.7,82.1,129,161,183,229,298,329,342,380,433,467,511,613,666
LBE460P,460,47,58.4,91,143,178,203,253,330,365,379,421,480,518,566,680,738
LBE500P,500,51.1,63.5,98.9,155,193,221,276,359,397,412,457,522,563,615,739,802
LBE510P,510,52.1,64.7,101,158,197,225,281,366,405,420,467,533,574,628,754,818
LBE550P,550,56.2,69.8,109,171,213,243,303,395,437,453,503,574,619,677,813,882
LBE600P,600,61.3,76.2,119,186,232,265,331,431,476,494,549,626,676,738,887,963
LBE650P,650,66.4,82.5,129,202,252,287,358,467,516,535,595,679,732,800,961,1043
LBE700P,700,71.5,88.9,138,217,271,309,386,503,556,577,640,731,788,861,1035,1123
LBE750P,750,76.6,95.2,148,233,290,331,413,539,595,618,686,783,845,923,1109,1203
LBE800P,800,81.7,102,158,248,310,353,441,575,635,659,732,835,901,984,1183,1283
LBE830P,830,84.8,105,164,257,321,366,457,596,659,684,759,867,935,1021,1227,1332
LBE890P,890,90.9,113,176,276,344,393,490,639,707,733,814,929,1002,1095,1316,1428
LBE925P,925,94.5,117,183,287,358,408,510,665,734,762,846,966,1042,1138,1367,1484
