Model,Ah,600,480,300,180,120,90,60,30,20,15,10,5,1,0.5,0.083,0.017
MC9P,9,0.91,1.13,1.8,2.95,4.28,5.29,7.38,9.52,11.1,12.1,13.9,16.8,24.1,27.6,34.8,38.3
MC14P,14,1.42,1.76,2.8,4.58,6.66,8.23,11.5,14.8,17.3,18.9,21.6,26.1,37.5,43,54.1,59.6
MC22P,22,2.23,2.77,4.4,7.19,10.5,13,18.2,23.7,27.6,29.8,34,40.4,55.7,63.1,75.5,80.2
MC31P,31,3.14,3.91,6.2,10.1,14.8,18.3,25.7,33.3,38.8,41.9,47.9,56.9,78.5,88.9,106,113
MC39P,39,3.95,4.91,7.8,12.8,18.6,23,32.3,41.9,48.9,52.8,60.2,71.56,98.8,112,134,142
MC47P,47,4.76,5.92,9.4,15.4,22.4,27.8,39,50.5,58.9,63.6,72.6,86.24,119,135,161,171
MC50P,50,5.07,6.3,10,16.4,23.8,29.5,41.5,53.8,62.6,67.6,77.2,91.74,127,143,172,182
MC55P,55,5.57,6.93,11,18,26.2,32.5,45.6,59.1,68.9,74.4,85,101,139,158,189,200
MC60P,60,6.09,7.56,12,19.7,28.7,35.6,50.4,68.7,79.9,86.9,99.3,118,162,183,223,237
MC70P,70,7.11,8.82,14,22.9,33.5,41.6,58.7,80.2,93.2,101,116,138,189,214,260,277
MC80P,80,8.12,10.1,16,26.2,38.3,47.5,67.1,91.6,106,116,132,157,216,244,297,317
MC90P,90,9.14,11.3,18,29.5,43.1,53.5,75.53,103,120,130,149,177,243,275,334,356
MC100P,100,10.2,12.6,20,32.8,47.8,59.4,83.9,115,133,145,165,197,270,306,371,396
MC110P,110,11.2,13.9,22,36,52.6,65.4,92.3,126,147,159,182,216,297,336,408,435
MC115P,115,11.7,14.5,23,37.7,55,68.3,96.5,132,153,167,190,226,310,351,427,455
MC130P,130,13.2,16.4,26,42.6,62.2,77.2,109,149,173,188,215,256,351,397,482,515
MC140P,140,14.2,17.6,28,45.9,67,83.2,117,160,186,203,232,275,378,428,520,554
MC145P,145,14.7,18.3,29,47.5,69.4,86.2,122,166,193,210,240,285,391,443,538,574
MC150P,150,15.2,18.9,30,49.2,71.8,89.1,126,172,200,217,248,295,404,458,557,594
MC165P,165,16.8,20.8,33,54.1,78.9,98,138,189,220,239,273,325,445,504,612,653
MC185P,185,18.8,23.3,37,60.6,88.5,110,155,212,246,268,306,364,499,565,686,732
MC190P,190,19.3,23.9,38,62.1,90.8,113,159,217,251,272,310,365,492,550,656,694
MC200P,200,20.4,25.2,40,65.4,95.5,119,168,228,264,286,326,384,518,579,691,731
MC215P,215,21.9,27.1,43,70.3,103,128,180,245,284,307,351,413,557,622,742,786
MC220P,220,22.4,27.7,44,71.9,105,131,185,251,291,314,359,422,570,636,760,804
MC240P,240,24.4,30.2,48,78.4,115,143,201,274,317,343,391,461,622,694,829,877
MC250P,250,25.4,31.5,50,81.7,119,149,210,285,331,357,408,480,648,723,863,913
MC260P,260,26.5,32.7,52,85,124,155,218,297,344,372,424,499,674,752,898,950
MC285P,285,29,35.9,57,93.1,136,169,239,325,377,407,465,547,739,824,984,1041
MC310P,310,31.6,39,62,101,148,184,260,354,410,443,505,595,803,897,1070,1133
MC335P,335,34.1,42.2,67,109,160,199,281,382,443,479,546,643,868,969,1157,1224
MB350P,350,35.6,44.1,70,114,167,208,294,399,463,500,571,672,907,1013,1209,1279
MB370P,370,37.7,46.6,74,121,177,220,310,422,489,529,603,710,959,1070,1278,1352
MB390P,390,39.7,49.1,78,127,186,232,327,445,516,557,636,749,1011,1128,1347,1425
MB415P,415,42.2,52.2,83,136,198,247,348,473,549,593,677,797,1075,1201,1433,1516
MB440P,440,44.8,55.4,88,144,210,262,369,502,582,629,717,845,1140,1273,1519,1608
MB460P,460,46.8,57.9,92,150,220,274,386,525,608,658,750,883,1192,1331,1588,1681
MB480P,480,48.9,60.4,96,157,229,285,403,548,635,686,783,922,1244,1389,1657,1754
MB505P,505,51.4,63.6,101,165,241,300,424,576,668,722,823,970,1309,1461,1744,1845
MB525P,525,53.4,66.1,105,172,251,312,440,599,694,750,856,1008,1361,1519,1813,1918
MB555P,555,56.5,69.9,111,181,265,330,466,633,734,793,905,1066,1438,1606,1916,2028
MB575P,575,58.5,72.4,115,188,275,342,482,656,760,822,938,1104,1490,1663,1985,2101
MB600P,600,61.1,75.5,120,196,287,357,503,685,793,858,978,1152,1555,1736,2072,2192
MB625P,625,63.6,78.7,125,204,299,372,524,713,826,893,1019,1200,1620,1808,2158,2284
MB645P,645,65.7,81.2,129,211,308,384,541,736,853,922,1052,1238,1671,1866,2227,2357
MB670P,670,68.2,84.3,134,219,320,398,562,764,886,958,1092,1286,1736,1938,2313,2448
MB690P,690,70.2,86.9,138,225,330,410,579,787,912,986,1125,1325,1788,1996,2382,2521
MB720P,720,73.3,90.6,144,235,344,428,604,821,952,1029,1174,1382,1866,2083,2486,2631
MB740P,740,75.3,93.2,148,242,353,440,621,844,978,1058,1207,1421,1918,2141,2555,2704
MB765P,765,77.9,96.3,153,250,365,455,642,873,1011,1094,1247,1469,1982,2213,2641,2795
MB790P,790,80.4,99.5,158,258,377,470,663,901,1044,1129,1288,1517,2047,2285,2728,2887
MB830P,830,84.5,104,166,271,396,494,696,947,1097,1186,1353,1594,2151,2401,2866,3033
MB865P,865,88,109,173,283,413,514,726,987,1144,1236,1410,1661,2242,2502,2987,3161
MB890P,890,90.6,112,178,291,425,529,747,1015,1177,1272,1451,1709,2306,2575,3073,3252
MB920P,920,93.6,116,184,301,439,547,772,1050,1216,1315,1500,1766,2384,2662,3177,3362
MB940P,940,95.7,118,188,307,449,559,789,1072,1243,1344,1533,1805,2436,2719,3246,3435
MB965P,965,98.2,121,193,315,461,574,810,1101,1276,1379,1574,1853,2501,2792,3332,3526
MB1000P,1000,102,126,200,327,478,595,839,1141,1322,1429,1631,1920,2591,2893,3453,3654
MB1040P,1040,106,131,208,340,497,618,873,1187,1375,1487,1696,1997,2695,3009,3591,3800
MB1080P,1080,110,136,216,353,516,642,906,1232,1428,1544,1761,2074,2799,3124,3729,3946
MB1100P,1100,112,138,220,359,525,654,923,1255,1454,1572,1794,2112,2851,3182,3798,4019
MB1150P,1150,117,145,230,376,549,684,965,1312,1520,1644,1875,2208,2980,3327,3971,4202
MB1180P,1180,120,149,236,386,564,702,990,1346,1560,1687,1924,2266,3058,3414,4074,4312
MB1220P,1220,124,154,244,399,583,725,1024,1392,1613,1744,1989,2342,3162,3529,4213,4458
MB1270P,1270,129,160,254,415,607,755,1066,1449,1679,1815,2071,2438,3291,3674,4385,4640
MB1320P,1320,134,166,264,431,631,785,1107,1506,1745,1887,2152,2534,3421,3819,4558,4823
MB1390P,1390,141,175,278,454,664,827,1166,1586,1838,1987,2267,2669,3602,4021,4800,5079
MB1440P,1440,147,181,288,471,688,856,1208,1643,1904,2058,2348,2765,3732,4166,4972,5262
